EASTERN CAPE,ALFRED NZO EAST,200500039,4241001,A D TSHAYINGCA SECONDARY SCHOOL,3,62,292,213,72.9,3,326,277,85.0,2,328,258,78.7
EASTERN CAPE,ALFRED NZO EAST,200500013,4241002,BALENI SENIOR SECONDARY SCHOOL,1,21,149,91,61.1,0,183,116,63.4,14,169,96,56.8
EASTERN CAPE,ALFRED NZO EAST,200500315,4241040,BHOVULENGWE S S S,99,,,,,0,23,19,82.6,0,29,29,100.0
EASTERN CAPE,ALFRED NZO EAST,200500041,4241003,BIZANA SENIOR SECONDARY SCHOOL,3,133,370,196,53.0,64,447,271,60.6,1,393,269,68.4
EASTERN CAPE,ALFRED NZO EAST,200501456,4241004,CANGCI COMPREHENSIVE TECHNICAL HIGH,1,46,178,122,68.5,13,149,130,87.2,7,160,144,90.0
EASTERN CAPE,ALFRED NZO EAST,200501404,4241005,CHIEF DUMILE SENIOR SECONDARY SCHOOL,1,50,136,99,72.8,41,228,180,78.9,14,201,149,74.1
EASTERN CAPE,ALFRED NZO EAST,200500138,4241006,DUDUMENI HIGH SCHOOL,1,0,68,54,79.4,1,86,73,84.9,9,148,116,78.4
EASTERN CAPE,ALFRED NZO EAST,200500150,4241007,DUMSI COMPREHENSIVE HIGH SCHOOL,1,10,98,75,76.5,0,103,72,69.9,8,128,108,84.4
EASTERN CAPE,ALFRED NZO EAST,200500205,4241008,ENQABENI SENIOR SECONDARY SCHOOL,1,12,102,81,79.4,27,135,95,70.4,4,141,115,81.6
EASTERN CAPE,ALFRED NZO EAST,200500208,4241036,ENYANISWENI SENIOR SECONDARY SCHOOL,3,13,113,89,78.8,8,206,151,73.3,25,231,186,80.5
EASTERN CAPE,ALFRED NZO EAST,200500270,4241009,GREENVILLE SENIOR SECONDARY SCHOOL,1,9,57,45,78.9,34,146,84,57.5,26,109,95,87.2
EASTERN CAPE,ALFRED NZO EAST,200500278,4241010,GUMZANA SENIOR SECONDARY SCHOOL,3,78,241,171,71.0,66,320,221,69.1,5,159,153,96.2
EASTERN CAPE,ALFRED NZO EAST,200500300,4241011,HLAMANDANA SENIOR SECONDARY SCHOOL,2,36,100,57,57.0,59,151,110,72.8,22,189,134,70.9
