GAUTENG,EKURHULENI NORTH,700400186,8400186,ARMOUR FOUNDATION LEARNING INSTITUTE,99,0,74,71,95.9,1,60,60,100.0,0,68,68,100.0
GAUTENG,EKURHULENI NORTH,700310136,8310136,ASHBURY SCHOOL,99,0,28,27,96.4,0,25,25,100.0,1,47,46,97.9
GAUTENG,EKURHULENI NORTH,700160184,8160184,BEDFORDVIEW HIGH SCHOOL,5,12,117,103,88.0,16,124,94,75.8,14,165,132,80.0
GAUTENG,EKURHULENI NORTH,700310144,8310144,BELVERDERE SKOOL,4,3,24,23,95.8,0,21,21,100.0,0,17,17,100.0
GAUTENG,EKURHULENI NORTH,700312158,8312158,BENONI CHRISTIAN SCHOOL,99,0,10,9,90.0,0,13,11,84.6,1,20,18,90.0
GAUTENG,EKURHULENI NORTH,700310904,8310904,BENONI EDUCATIONAL COLLEGE,99,3,60,46,76.7,0,91,77,84.6,13,184,130,70.7
GAUTENG,EKURHULENI NORTH,700310151,8310151,BENONI HIGH SCHOOL,5,1,278,276,99.3,1,265,261,98.5,0,252,251,99.6
GAUTENG,EKURHULENI NORTH,700312091,8312091,BENONI MUSLIM SCHOOL,99,0,43,42,97.7,0,42,42,100.0,1,41,41,100.0
GAUTENG,EKURHULENI NORTH,700400054,8400054,BERTHARRY ENGLISH PRIVATE SCHOOL,99,11,46,45,97.8,18,39,38,97.4,14,76,75,98.7
GAUTENG,EKURHULENI NORTH,700260620,8260620,BOITUMELONG SECONDARY SCHOOL,4,20,214,176,82.2,3,267,224,83.9,46,354,263,74.3
GAUTENG,EKURHULENI NORTH,700260646,8260646,BOKAMOSO SECONDARY SCHOOL,4,37,178,142,79.8,18,209,163,78.0,31,229,169,73.8
GAUTENG,EKURHULENI NORTH,700400669,8400669,CHARLOTTE MAXEKE SECONDARY,3,9,158,148,93.7,15,232,179,77.2,28,234,211,90.2
GAUTENG,EKURHULENI NORTH,700400643,8400643,CHIEF LUTHULI SEC SCHOOL,5,23,142,125,88.0,21,204,170,83.3,25,201,182,90.5
GAUTENG,EKURHULENI NORTH,700400506,8400506,CHILD ACADEMY PROGRAMMES,99,,,,,,,,,1,80,58,72.5
GAUTENG,EKURHULENI NORTH,700400251,8400251,CRYSTAL PARK HIGH SCHOOL,4,16,60,41,68.3,10,108,83,76.9,8,97,68,70.1
GAUTENG,EKURHULENI NORTH,700400954,8400954,CURRO ACADEMY CLAYVILLE COMBINED,5,,,,,0,34,29,85.3,0,62,56,90.3
GAUTENG,EKURHULENI NORTH,700400098,8400098,DALPARK LEARNING ACADEMY,99,5,72,66,91.7,0,34,33,97.1,1,42,41,97.6
GAUTENG,EKURHULENI NORTH,700311530,8311530,DAVEYTON SKILLS|SCHOOL,99,,,,,,,,,0,6,4,66.7
GAUTENG,EKURHULENI NORTH,700160291,8160291,DAWNVIEW HIGH SCHOOL,5,0,105,90,85.7,6,103,91,88.3,4,126,117,92.9
